1	1	100	
1	2	129	
1	3	75	
1	4	290	
1	5	20	
1	6	13	
1	7	8	
1	8	9	
1	9	77	
1	10	34	
1	11	77	
1	12	55	
1	13	15	
1	14	127	
1	15	80	
1	16	16	
1	17	58	
1	18	148	
1	19	139	
1	20	155	
1	21	194	
1	22	33	
1	23	81	
1	24	154	
1	25	5	
1	26	88	
1	27	24	
1	28	96	
1	29	123	
1	30	90	
1	31	120	
1	32	156	
1	33	278	
1	34	8	
1	35	202	
1	36	73	
1	37	62	
1	38	66	
1	39	8	
1	40	35	
1	41	172	
1	42	111	
1	43	57	
1	44	71	
1	45	39	
1	46	63	
1	47	55	
1	48	9	
1	49	168	
1	50	26	
1	51	114	
1	52	72	
1	53	23	
1	54	90	
1	55	91	
1	56	125	
1	57	92	
1	58	101	
1	59	192	
1	60	163	
1	61	17	
1	62	99	
1	63	32	
1	64	18	
1	65	77	
1	66	265	
1	67	192	
1	68	106	
1	69	208	
1	70	270	
1	71	107	
1	72	135	
1	73	76	
1	74	7	
1	75	85	
1	76	167	
1	77	70	
1	78	21	
1	79	86	
1	80	113	
1	81	167	
1	82	58	
1	83	50	
1	84	292	
1	85	158	
1	86	138	
1	87	154	
1	88	89	
1	89	173	
1	90	118	
1	91	4	
1	92	81	
1	93	236	
1	94	180	
1	95	51	
1	96	170	
1	97	193	
1	98	42	
1	99	166	
1	100	88	
2	1	82	
2	2	111	
2	3	92	
2	4	289	
2	5	21	
2	6	24	
2	7	3	
2	8	6	
2	9	71	
2	10	29	
2	11	68	
2	12	64	
2	13	18	
2	14	110	
2	15	93	
2	16	31	
2	17	55	
2	18	127	
2	19	122	
2	20	164	
2	21	214	
2	22	27	
2	23	106	
2	24	127	
2	26	77	
2	27	27	
2	28	108	
2	29	105	
2	30	81	
2	31	108	
2	32	165	
2	33	286	
2	34	8	
2	35	204	
2	36	73	
2	37	62	
2	38	45	
2	39	9	
2	40	48	
2	41	170	
2	42	114	
2	43	64	
2	44	76	
2	45	35	
2	46	51	
2	47	56	
2	48	6	
2	49	176	
2	50	23	
2	51	122	
2	52	74	
2	53	23	
2	54	97	
2	55	79	
2	56	134	
2	57	71	
2	58	107	
2	59	214	
2	60	162	
2	61	16	
2	62	122	
2	63	22	
2	64	31	
2	65	75	
2	66	256	
2	67	200	
2	68	111	
2	69	258	
2	70	250	
2	71	112	
2	72	138	
2	73	61	
2	74	2	
2	75	90	
2	76	163	
2	77	73	
2	78	15	
2	79	86	
2	80	95	
2	81	164	
2	82	50	
2	83	41	
2	84	324	
2	85	146	
2	86	136	
2	87	144	
2	88	68	
2	89	179	
2	90	117	
2	91	6	
2	92	54	
2	93	204	
2	94	175	
2	95	43	
2	96	148	
2	97	196	
2	98	47	
2	99	169	
2	100	81	
3	1	165	
3	2	68	
3	3	156	
3	4	120	
3	5	67	
3	6	103	
3	7	86	
3	8	230	
3	9	260	
3	10	16	
3	11	190	
3	12	41	
3	13	79	
3	14	84	
3	15	45	
3	16	105	
3	17	162	
3	18	122	
3	19	73	
3	20	23	
3	21	10	
3	22	2	
3	23	28	
3	24	40	
3	25	112	
3	26	26	
3	27	45	
3	28	113	
3	29	152	
3	30	23	
3	31	49	
